,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.03509907722473145,0.015053202986440826,159.32134177684785,11.869349368533504,1,{'k': 1},0.937,0.946,0.953,0.947,0.95,0.959,0.939,0.935,0.935,0.928,0.9429000000000001,0.009137286249209845,3
1,0.06035187244415283,0.014181597447190154,152.71221120357512,11.300035307997131,3,{'k': 3},0.937,0.953,0.952,0.951,0.952,0.947,0.936,0.934,0.943,0.935,0.9440000000000002,0.007496665925596481,1
2,0.07527463436126709,0.018990186088777606,164.5849144935608,16.374238786333553,5,{'k': 5},0.932,0.952,0.956,0.944,0.953,0.954,0.942,0.93,0.935,0.933,0.9430999999999999,0.009627564593395322,2
3,0.06234090328216553,0.009179112553317416,152.5492624759674,13.949906477447103,7,{'k': 7},0.934,0.946,0.951,0.942,0.951,0.95,0.946,0.935,0.934,0.931,0.9419999999999998,0.007456540752922855,4
4,0.0793499231338501,0.02851082865910243,127.87678964138031,30.363861019439714,9,{'k': 9},0.936,0.943,0.954,0.942,0.948,0.95,0.942,0.928,0.925,0.923,0.9391,0.010212247548899272,5
